# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1   104    54     -    30     3     0     0  6800  1845     0     0  8254    19     -     -     0     0     0
    2    66    45     -    15     3     0     0  6800  1350     0     0  5563    15     -     -     0   280     1
    0    62    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   265     5
    1   107    55     -    30     4     0     0  6800  1905     0     0  8254    19     -     -     0     0    20
    2    78    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    80    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    32
    1    95    54     -    23     3     0     0  6800  1725     0     0  8254    19     -     -     0     0    15
    2    75    45     -    26     4     0     0  6800  1590     0     0  5563    15     -     -     0   281     1
    0    72    47     -     9     3     0     0  6800  1350     0     0  5621    15     -     -     0   278     2
    1    98    55     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0   151     0
    2    76    45     -    16     2     0     0  6800  1590     0     0  5563    15     -     -     0    78    32
    0    70    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    88    54     -    26     3     0     0  6800  1725     0     0  8254    19     -     -     0     0    10
    2    72    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0   270     4
    0    70    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   286     0
    1    77    53     -    25     3     0     0  6800  1410     0     0  8254    19     -     -     0     4     0
    2    79    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0    78     2
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   280     1
    1    74    53     -    26     3     0     0  6800  1350     0     0  8254    19     -     -     0    77     2
    2    71    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0    73     3
    0    71    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   122    55     -    39     4     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    67    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -     9     2     0     0  6800  1350     0     0  5621    15     -     -     0    56    20
    1    99    55     -    23     3     0     0  6800  1905     0     0  8254    19     -     -     0     7     0
    2    72    45     -    26     4     0     0  6800  1350     0     0  5563    15     -     -     0   280     7
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    64    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   239     3
    1    65    53     -    29     4     0     0  6800  1395     0     0  8254    19     -     -     0    75     3
    2    72    45     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0    81     1
    0    66    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   276     2
    1    97    55     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    87    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0    70     3
    0    62    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    31
    1    85    54     -    27     3     0     0  6800  1740     0     0  8254    19     -     -     0   145     1
    2    71    45     -    18     2     0     0  6800  1350     0     0  5563    15     -     -     0     0    10
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     7     0
    1   104    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0    80     9
    2    73    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   102    55     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    75    45     -    17     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   271     3
    1    92    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0    84     0
    2    72    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     0    36
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     4     0
    1   108    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     8     8
    2    71    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   106    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0   165    12
    2    78    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   116    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    86    45     -    19     3     0     0  6800  1410     0     0  5563    15     -     -     0     0     0
    0    62    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    78    54     -    28     3     0     0  6800  1770     0     0  8254    19     -     -     0    82     0
    2    69    45     -    15     3     0     0  6800  1410     0     0  5563    15     -     -     0    67     4
    0    62    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     2     0
    1    92    55     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    81    45     -    22     3     0     0  6800  1575     0     0  5563    15     -     -     0   344    16
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   270     4
    1   103    55     -    25     3     0     0  6800  1560     0     0  8254    19     -     -     0     0    18
    2    68    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     6     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    82    54     -    28     3     0     0  6800  1440     0     0  8254    19     -     -     0    66     4
    2    82    45     -    17     2     0     0  6800  1755     0     0  5563    15     -     -     0     0    11
    0    82    46     -    16     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    70    54     -    30     3     0     0  6800  1650     0     0  8254    19     -     -     0     0     0
    2    67    45     -    14     2     0     0  6800  1350     0     0  5563    15     -     -     0    83     0
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    89    54     -    33     3     0     0  6800  1650     0     0  8254    19     -     -     0     0    11
